EmployeeID,Department,Role,Location,FTE,Age,Gender,TenureYears,Leadership,HireDate,HasITSkill,InITTraining,TrainingCompleted,AnnualSalaryEUR,Status,ExitDate,ReasonForLeaving,RetirementEligible,PromotionCount,LastPromotionDate,PayEquityFlag
10054,Claims Processing,Senior Claims Adjuster,The Hague,1.0,56,Male,4.0,False,2021-08-10,False,True,True,40737.0,Active,,,False,0,,False
10055,Claims Processing,Claims Team Lead,Rotterdam,0.6,51,Female,11.0,True,2014-09-10,False,True,False,53229.0,Active,,,False,0,,True
10056,Claims Processing,Claims Adjuster,Amsterdam,1.0,56,Male,7.2,False,2018-05-30,False,False,False,58570.0,Active,,,False,0,,True
10057,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,57,Male,19.4,False,2006-02-23,False,False,False,40810.0,Active,,,False,2,2007-08-11,False
10058,Claims Processing,Claims Adjuster,Utrecht,0.8,28,Female,0.7,False,2024-12-03,False,False,False,54793.0,Active,,,False,0,,True
10059,Claims Processing,Claims Team Lead,Rotterdam,1.0,43,Male,18.0,False,2007-10-19,True,False,False,58528.0,Active,,,False,2,2020-04-05,True
10060,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,50,Female,23.8,False,2001-09-30,False,False,False,44076.0,Active,,,False,1,2009-09-06,False
10061,Claims Processing,Claims Adjuster,Utrecht,0.8,42,Female,4.3,False,2021-05-15,True,False,False,40647.0,Active,,,False,1,2024-06-20,False
10062,Claims Processing,Claims Team Lead,Rotterdam,1.0,39,Female,1.6,False,2023-12-05,True,False,False,55535.0,Active,,,False,0,,True
10063,Claims Processing,Claims Team Lead,The Hague,1.0,54,Female,19.7,True,2006-01-10,True,False,False,71466.0,Active,,,False,0,,True
10064,Claims Processing,Claims Team Lead,Rotterdam,1.0,35,Male,6.5,False,2019-03-28,False,False,False,40123.0,Active,,,False,0,,False
10065,Claims Processing,Claims Team Lead,Amsterdam,1.0,63,Male,10.3,False,2015-03-13,False,False,False,57710.0,Active,,,True,1,2019-09-06,True
10066,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,59,Male,12.3,False,2013-06-18,False,False,False,46482.0,Active,,,False,0,,True
10067,Claims Processing,Claims Team Lead,Utrecht,1.0,48,Male,5.5,False,2020-03-21,False,False,False,64164.0,Active,,,False,2,2021-06-16,True
10068,Claims Processing,Claims Adjuster,Amsterdam,1.0,30,Male,4.4,False,2021-02-12,False,False,False,50074.0,Left,2024-09-25,Retirement,False,0,,True
10069,Claims Processing,Claims Adjuster,Amsterdam,1.0,30,Female,1.8,False,2023-12-21,True,False,False,46390.0,Active,,,False,0,,True
10070,Claims Processing,Claims Adjuster,The Hague,1.0,54,Female,3.6,False,2022-02-17,False,False,False,49979.0,Active,,,False,1,2023-05-30,True
10071,Claims Processing,Claims Team Lead,Amsterdam,1.0,60,Male,2.7,False,2022-11-21,False,False,False,52914.0,Active,,,False,0,,True
10072,Claims Processing,Claims Adjuster,Rotterdam,1.0,62,Female,12.3,False,2013-03-20,False,False,False,43233.0,Active,,,False,0,,False
10073,Claims Processing,Claims Team Lead,Rotterdam,1.0,32,Female,9.7,False,2015-12-14,False,False,False,58987.0,Active,,,False,2,2021-08-16,True
10074,Claims Processing,Claims Team Lead,Rotterdam,1.0,64,Female,21.9,True,2003-09-09,False,True,True,66628.0,Active,,,True,3,2025-06-21,True
10075,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,62,Female,12.1,False,2013-06-25,True,False,False,42477.0,Active,,,False,0,,False
10076,Claims Processing,Claims Team Lead,Amsterdam,1.0,63,Male,10.9,False,2014-11-20,False,False,False,57442.0,Left,2025-02-13,Voluntary,True,0,,True
10077,Claims Processing,Claims Team Lead,Rotterdam,1.0,40,Male,10.6,False,2014-12-07,False,False,False,56662.0,Active,,,False,1,2016-05-09,True
10078,Claims Processing,Claims Team Lead,Rotterdam,1.0,63,Male,21.0,True,2004-09-27,False,False,False,66139.0,Active,,,True,2,2020-10-27,True
10079,Claims Processing,Senior Claims Adjuster,Utrecht,1.0,59,Male,20.3,False,2005-03-06,False,False,False,52600.0,Active,,,False,1,2017-01-23,True
10080,Claims Processing,Claims Adjuster,Amsterdam,1.0,64,Female,16.3,False,2009-04-23,False,False,False,42982.0,Active,,,True,1,2018-04-12,False
10081,Claims Processing,Claims Adjuster,Rotterdam,1.0,65,Female,10.1,False,2015-06-16,False,False,False,56587.0,Left,2024-10-19,Retirement,True,1,2016-01-22,True
10082,Claims Processing,Senior Claims Adjuster,Amsterdam,0.8,65,Male,16.2,False,2009-05-15,False,False,False,46588.0,Active,,,True,1,2015-07-09,True
10083,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,57,Male,11.9,False,2013-08-15,False,False,False,44752.0,Left,2024-10-03,Voluntary,False,0,,False
10084,Claims Processing,Claims Adjuster,Amsterdam,1.0,63,Female,22.5,False,2003-01-28,False,False,False,39998.0,Active,,,True,2,2013-10-14,False
10085,Claims Processing,Senior Claims Adjuster,Amsterdam,0.8,27,Male,3.5,False,2022-01-31,False,False,False,55503.0,Active,,,False,0,,True
10086,Claims Processing,Claims Adjuster,Utrecht,1.0,30,Male,0.9,False,2024-10-19,False,False,False,37425.0,Active,,,False,0,,False
10087,Claims Processing,Claims Team Lead,Amsterdam,1.0,36,Female,0.0,False,2025-09-17,False,False,False,52577.0,Active,,,False,0,,True
10088,Claims Processing,Claims Adjuster,The Hague,1.0,58,Male,22.6,False,2003-03-08,False,False,False,59033.0,Active,,,False,0,,True
10089,Claims Processing,Claims Team Lead,The Hague,1.0,60,Male,14.6,True,2011-03-13,False,False,False,38453.0,Active,,,False,1,2012-01-16,False
10090,Claims Processing,Claims Adjuster,Rotterdam,0.8,54,Male,8.9,False,2016-10-17,False,False,False,44374.0,Active,,,False,0,,False
10091,Claims Processing,Claims Team Lead,Amsterdam,0.8,48,Female,10.4,True,2015-03-23,False,False,False,57549.0,Active,,,False,2,2015-12-06,True
10092,Claims Processing,Claims Team Lead,Rotterdam,0.6,57,Female,27.1,False,1998-08-25,False,False,False,44317.0,Active,,,False,1,2005-06-19,False
10093,Claims Processing,Senior Claims Adjuster,Utrecht,1.0,55,Male,16.4,False,2009-03-18,False,False,False,57329.0,Active,,,False,2,2022-08-11,True
10094,Claims Processing,Claims Team Lead,Rotterdam,1.0,40,Male,4.0,False,2021-09-25,True,False,False,39572.0,Left,2024-09-28,Voluntary,False,1,2023-02-03,False
10095,Claims Processing,Claims Team Lead,Amsterdam,1.0,56,Male,12.2,False,2013-05-02,False,True,False,53951.0,Active,,,False,0,,True
10096,Claims Processing,Claims Team Lead,Rotterdam,1.0,61,Male,5.1,True,2020-08-06,True,False,False,56248.0,Active,,,False,0,,True
10097,Claims Processing,Claims Adjuster,Utrecht,1.0,46,Female,13.9,False,2011-09-07,True,True,False,44341.0,Active,,,False,1,2023-05-24,False
10098,Claims Processing,Claims Adjuster,Utrecht,0.6,57,Male,15.1,False,2010-09-08,False,False,False,56811.0,Active,,,False,1,2018-12-12,True
10099,Claims Processing,Claims Adjuster,Amsterdam,1.0,46,Female,4.3,False,2021-04-30,False,False,False,54382.0,Active,,,False,0,,True
10100,Claims Processing,Claims Team Lead,Utrecht,1.0,51,Male,4.4,True,2021-01-23,False,False,False,55915.0,Active,,,False,0,,True
10101,Claims Processing,Claims Adjuster,Amsterdam,1.0,52,Male,13.4,False,2012-04-09,False,False,False,57863.0,Active,,,False,0,,True
10102,Claims Processing,Claims Adjuster,Amsterdam,1.0,45,Male,5.5,False,2020-02-27,False,False,False,55230.0,Active,,,False,0,,True
10103,Claims Processing,Claims Team Lead,The Hague,1.0,64,Male,15.0,False,2010-09-01,False,False,False,45434.0,Active,,,True,0,,False
10104,Claims Processing,Senior Claims Adjuster,Amsterdam,0.8,55,Male,28.5,False,1997-04-17,False,False,False,36351.0,Active,,,False,2,1999-07-09,False
10105,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,62,Male,8.8,False,2016-10-01,False,False,False,51965.0,Left,2025-08-03,Retirement,False,0,,True
10106,Claims Processing,Claims Team Lead,Amsterdam,0.8,46,Male,13.1,False,2012-07-18,False,False,False,52576.0,Active,,,False,1,2017-12-29,True
10107,Claims Processing,Claims Team Lead,The Hague,1.0,65,Female,18.1,False,2007-05-27,False,False,False,55618.0,Active,,,True,0,,True
10108,Claims Processing,Claims Adjuster,Utrecht,0.8,43,Male,17.7,False,2007-12-10,False,False,False,47287.0,Active,,,False,2,2012-10-22,True
10109,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,57,Female,7.6,False,2017-11-12,False,False,False,50712.0,Active,,,False,0,,True
10110,Claims Processing,Claims Adjuster,Utrecht,1.0,27,Female,8.7,False,2016-10-23,False,False,False,41707.0,Active,,,False,0,,False
10111,Claims Processing,Claims Team Lead,Amsterdam,1.0,55,Male,8.1,False,2017-08-13,False,False,False,41791.0,Active,,,False,1,2023-07-22,False
10112,Claims Processing,Claims Adjuster,Rotterdam,0.6,32,Male,3.8,False,2021-10-18,False,False,False,49749.0,Active,,,False,2,2023-10-16,True
10113,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,55,Male,3.9,False,2021-08-10,False,False,False,42310.0,Active,,,False,0,,False
10114,Claims Processing,Claims Adjuster,Amsterdam,0.6,49,Male,12.4,False,2013-03-09,False,False,False,36260.0,Active,,,False,1,2023-03-08,False
10115,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,63,Male,4.8,False,2020-09-17,False,False,False,47097.0,Active,,,True,1,2021-11-29,True
10116,Claims Processing,Claims Team Lead,The Hague,1.0,59,Female,7.5,True,2018-03-31,False,False,False,47688.0,Active,,,False,1,2024-08-12,True
10117,Claims Processing,Claims Adjuster,Amsterdam,0.8,64,Female,9.4,False,2016-05-22,False,False,False,45579.0,Active,,,True,1,2019-06-02,True
10118,Claims Processing,Senior Claims Adjuster,Amsterdam,0.6,64,Male,21.0,False,2004-10-12,False,True,True,54802.0,Active,,,True,1,2010-05-03,True
10119,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,53,Female,3.5,False,2022-02-01,False,False,False,43570.0,Left,2025-01-24,Voluntary,False,0,,False
10120,Claims Processing,Senior Claims Adjuster,Amsterdam,0.8,44,Male,12.0,False,2013-07-13,False,False,False,43148.0,Active,,,False,0,,False
10121,Claims Processing,Claims Adjuster,The Hague,1.0,42,Female,5.1,False,2020-07-18,False,False,False,39071.0,Left,2025-04-30,Involuntary,False,1,2021-09-19,False
10122,Claims Processing,Claims Adjuster,Rotterdam,1.0,28,Female,7.4,False,2018-04-16,False,False,False,42179.0,Active,,,False,1,2020-03-03,False
10123,Claims Processing,Claims Adjuster,Rotterdam,1.0,51,Male,4.1,False,2021-07-24,False,False,False,51462.0,Active,,,False,1,2025-04-26,True
10124,Claims Processing,Claims Team Lead,Utrecht,1.0,34,Male,3.1,False,2022-08-14,True,False,False,57310.0,Active,,,False,1,2024-10-11,True
10125,Claims Processing,Claims Adjuster,Amsterdam,0.6,44,Male,13.3,False,2012-06-11,False,False,False,47638.0,Active,,,False,2,2017-02-03,True
10126,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,56,Female,13.3,False,2012-06-19,True,False,False,50539.0,Active,,,False,1,2020-06-14,True
10127,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,25,Male,0.8,False,2024-11-14,False,False,False,48167.0,Active,,,False,0,,True
10128,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,30,Female,3.0,False,2022-08-16,False,False,False,39308.0,Active,,,False,0,,False
10129,Claims Processing,Claims Adjuster,The Hague,1.0,47,Male,6.2,False,2019-07-05,False,False,False,52731.0,Active,,,False,0,,True
10130,Claims Processing,Claims Team Lead,Utrecht,1.0,58,Male,16.6,True,2008-12-13,False,False,False,69565.0,Active,,,False,1,2021-04-07,True
10131,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,45,Male,12.7,False,2012-11-01,False,False,False,50903.0,Active,,,False,1,2016-09-30,True
10132,Claims Processing,Claims Team Lead,Utrecht,1.0,63,Male,2.1,True,2023-07-11,False,False,False,66393.0,Active,,,True,1,2025-01-28,True
10133,Claims Processing,Claims Team Lead,Amsterdam,0.6,61,Female,8.5,False,2017-02-03,False,False,False,48221.0,Active,,,False,0,,True
10134,Claims Processing,Claims Team Lead,Amsterdam,0.6,40,Male,18.9,True,2006-09-20,False,False,False,66352.0,Active,,,False,1,2023-11-26,True
10135,Claims Processing,Claims Team Lead,Amsterdam,1.0,49,Male,2.1,True,2023-05-24,True,True,False,59806.0,Active,,,False,1,2023-12-23,True
10136,Claims Processing,Claims Team Lead,Amsterdam,0.6,41,Male,17.8,False,2007-10-02,False,False,False,42430.0,Active,,,False,1,2024-01-09,False
10137,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,59,Male,11.9,False,2013-10-20,False,False,False,48578.0,Active,,,False,1,2021-03-05,True
10138,Claims Processing,Claims Adjuster,Rotterdam,1.0,58,Male,12.9,False,2012-08-21,False,False,False,58560.0,Active,,,False,0,,True
10139,Claims Processing,Claims Adjuster,The Hague,1.0,44,Male,2.5,False,2023-04-02,False,False,False,44013.0,Active,,,False,0,,False
10140,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,56,Female,5.2,False,2020-07-19,True,True,False,47284.0,Active,,,False,1,2025-06-03,True
10141,Claims Processing,Claims Adjuster,Rotterdam,1.0,61,Male,8.3,False,2017-06-17,False,False,False,58124.0,Active,,,False,0,,True
10142,Claims Processing,Claims Team Lead,Amsterdam,0.8,63,Male,12.4,False,2013-02-01,False,False,False,49910.0,Active,,,True,1,2015-04-30,True
10143,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,29,Male,3.8,False,2021-11-23,False,True,False,57030.0,Active,,,False,0,,True
10144,Claims Processing,Claims Adjuster,Rotterdam,0.8,30,Male,3.7,False,2021-10-10,False,False,False,50661.0,Active,,,False,0,,True
10145,Claims Processing,Claims Adjuster,Rotterdam,1.0,25,Female,1.3,False,2024-04-14,False,False,False,48992.0,Active,,,False,0,,True
10146,Claims Processing,Claims Team Lead,Utrecht,1.0,65,Male,10.3,False,2015-05-03,False,False,False,45735.0,Active,,,True,0,,True
10147,Claims Processing,Senior Claims Adjuster,Amsterdam,0.6,60,Male,15.4,False,2010-05-05,False,False,False,55958.0,Active,,,False,2,2017-09-21,True
10148,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,61,Female,6.5,False,2018-12-24,False,False,False,58207.0,Active,,,False,2,2019-09-28,True
10149,Claims Processing,Claims Team Lead,Rotterdam,1.0,50,Male,8.6,False,2017-01-17,False,False,False,44712.0,Active,,,False,2,2022-07-13,False
10150,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,48,Male,3.0,False,2022-08-02,False,False,False,49816.0,Active,,,False,0,,True
10151,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,51,Female,7.1,False,2018-08-12,False,False,False,56873.0,Active,,,False,0,,True
10152,Claims Processing,Claims Team Lead,Utrecht,1.0,38,Female,4.9,False,2020-10-05,False,False,False,44501.0,Active,,,False,0,,False
10153,Claims Processing,Claims Team Lead,Amsterdam,1.0,43,Female,7.6,False,2017-11-15,False,False,False,58265.0,Active,,,False,1,2021-02-15,True
10154,Claims Processing,Claims Adjuster,Rotterdam,1.0,40,Male,8.6,False,2017-02-05,False,True,True,46641.0,Active,,,False,1,2018-12-06,True
10155,Claims Processing,Senior Claims Adjuster,Amsterdam,0.6,62,Male,13.2,False,2012-05-12,False,False,False,48903.0,Active,,,False,2,2016-02-24,True
10156,Claims Processing,Claims Team Lead,Amsterdam,1.0,26,Male,3.8,False,2021-11-20,False,False,False,37561.0,Active,,,False,0,,False
10157,Claims Processing,Claims Adjuster,Rotterdam,1.0,44,Male,4.8,False,2020-11-27,False,False,False,45984.0,Left,2025-05-20,Voluntary,False,1,2021-04-21,True
10158,Claims Processing,Senior Claims Adjuster,Utrecht,1.0,33,Female,4.4,False,2021-03-06,False,False,False,40329.0,Left,2024-09-01,Voluntary,False,0,,False
10159,Claims Processing,Claims Adjuster,Rotterdam,0.6,41,Male,4.1,False,2021-08-17,False,False,False,49565.0,Active,,,False,0,,True
10160,Claims Processing,Claims Team Lead,Utrecht,1.0,61,Female,17.4,False,2008-02-03,True,False,False,59197.0,Active,,,False,0,,True
10161,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,54,Female,19.0,False,2006-09-01,False,False,False,37937.0,Active,,,False,0,,False
10162,Claims Processing,Claims Team Lead,Utrecht,1.0,57,Male,2.4,True,2023-02-16,False,False,False,75587.0,Active,,,False,0,,True
10163,Claims Processing,Claims Team Lead,Amsterdam,1.0,25,Male,1.3,False,2024-03-20,False,False,False,41907.0,Active,,,False,0,,False
10164,Claims Processing,Claims Team Lead,Utrecht,0.8,57,Female,8.0,False,2017-09-15,False,False,False,53046.0,Active,,,False,0,,True
10165,Claims Processing,Claims Team Lead,Rotterdam,0.8,54,Male,11.6,False,2014-01-17,True,False,False,51939.0,Active,,,False,1,2018-03-30,True
10166,Claims Processing,Claims Team Lead,The Hague,1.0,60,Female,2.3,False,2023-04-11,False,True,True,45469.0,Active,,,False,0,,True
10167,Claims Processing,Claims Team Lead,Rotterdam,1.0,64,Male,14.0,False,2011-07-04,False,True,False,39883.0,Active,,,True,1,2014-11-18,False
10168,Claims Processing,Claims Team Lead,Amsterdam,1.0,60,Male,4.1,False,2021-07-14,True,False,False,61646.0,Active,,,False,2,2023-11-25,True
10169,Claims Processing,Claims Team Lead,Amsterdam,0.6,62,Female,3.6,False,2021-12-02,False,False,False,62434.0,Active,,,False,0,,True
10170,Claims Processing,Claims Adjuster,Utrecht,0.6,56,Female,14.0,False,2011-10-16,False,True,True,54714.0,Active,,,False,1,2013-01-18,True
10171,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,25,Male,2.9,False,2022-09-03,True,False,False,49530.0,Active,,,False,1,2023-11-21,True
10172,Claims Processing,Senior Claims Adjuster,Utrecht,0.8,62,Female,16.0,False,2009-08-11,False,False,False,41622.0,Left,2025-03-09,Voluntary,False,1,2014-10-07,False
10173,Claims Processing,Claims Adjuster,Amsterdam,0.8,56,Male,12.7,False,2012-11-12,False,False,False,47842.0,Left,2024-11-24,Retirement,False,0,,True
10174,Claims Processing,Claims Team Lead,Amsterdam,1.0,59,Female,15.1,False,2010-09-03,False,False,False,44945.0,Active,,,False,0,,True
10175,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,52,Female,9.8,False,2015-10-08,False,True,False,48203.0,Active,,,False,1,2021-10-06,True
10176,Claims Processing,Claims Team Lead,The Hague,1.0,29,Male,2.5,False,2023-03-23,False,False,False,53618.0,Active,,,False,0,,True
10177,Claims Processing,Senior Claims Adjuster,Utrecht,0.8,59,Male,19.7,False,2005-12-01,False,False,False,62192.0,Active,,,False,0,,True
10178,Claims Processing,Claims Team Lead,The Hague,0.6,41,Female,7.0,False,2018-08-17,True,False,False,44459.0,Active,,,False,0,,False
10179,Claims Processing,Claims Adjuster,Amsterdam,0.8,63,Male,3.2,False,2022-07-06,False,True,False,56717.0,Active,,,True,1,2023-02-03,True
10180,Claims Processing,Claims Team Lead,Rotterdam,0.8,61,Female,7.6,True,2018-02-21,False,False,False,67468.0,Active,,,False,1,2019-09-02,True
10181,Claims Processing,Senior Claims Adjuster,Utrecht,1.0,26,Male,3.5,False,2022-03-05,False,False,False,37382.0,Active,,,False,2,2022-06-18,False
